path,label,group_id,split
../data/raw/Bali/letter/ba/Ba_20.jpg,ba,20,train
../data/raw/Bali/letter/ba/Ba_228.jpg,ba,228,validation
../data/raw/Bali/letter/ba/Ba_200.jpg,ba,200,test
../data/raw/Bali/letter/ba/Ba_214.jpg,ba,214,train
../data/raw/Bali/letter/ba/Ba_47.jpg,ba,47,train
../data/raw/Bali/letter/ba/Ba_53.jpg,ba,53,test
../data/raw/Bali/letter/ba/Ba_84.jpg,ba,84,test
../data/raw/Bali/letter/ba/Ba_90.jpg,ba,90,train
../data/raw/Bali/letter/ba/Ba_139.jpg,ba,139,train
../data/raw/Bali/letter/ba/Ba_105.jpg,ba,105,train
../data/raw/Bali/letter/ba/Ba_111.jpg,ba,111,train
../data/raw/Bali/letter/ba/Ba_1.jpg,ba,1,train
../data/raw/Bali/letter/ba/Ba_110.jpg,ba,110,train
../data/raw/Bali/letter/ba/Ba_104.jpg,ba,104,validation
../data/raw/Bali/letter/ba/Ba_138.jpg,ba,138,train
../data/raw/Bali/letter/ba/Ba_91.jpg,ba,91,train
../data/raw/Bali/letter/ba/Ba_85.jpg,ba,85,train
../data/raw/Bali/letter/ba/Ba_52.jpg,ba,52,train
../data/raw/Bali/letter/ba/Ba_46.jpg,ba,46,validation
../data/raw/Bali/letter/ba/Ba_50.jpg,ba,50,train
../data/raw/Bali/letter/ba/Ba_44.jpg,ba,44,train
../data/raw/Bali/letter/ba/Ba_78.jpg,ba,78,train
../data/raw/Bali/letter/ba/Ba_93.jpg,ba,93,test
../data/raw/Bali/letter/ba/Ba_87.jpg,ba,87,validation
../data/raw/Bali/letter/ba/Ba_112.jpg,ba,112,train
../data/raw/Bali/letter/ba/Ba_106.jpg,ba,106,train
../data/raw/Bali/letter/ba/Ba_3.jpg,ba,3,test
../data/raw/Bali/letter/ba/Ba_2.jpg,ba,2,train
../data/raw/Bali/letter/ba/Ba_107.jpg,ba,107,test
../data/raw/Bali/letter/ba/Ba_113.jpg,ba,113,test
../data/raw/Bali/letter/ba/Ba_86.jpg,ba,86,train
../data/raw/Bali/letter/ba/Ba_92.jpg,ba,92,train
../data/raw/Bali/letter/ba/Ba_79.jpg,ba,79,train
../data/raw/Bali/letter/ba/Ba_45.jpg,ba,45,validation
../data/raw/Bali/letter/ba/Ba_51.jpg,ba,51,train
../data/raw/Bali/letter/ba/Ba_69.jpg,ba,69,validation
../data/raw/Bali/letter/ba/Ba_55.jpg,ba,55,train
../data/raw/Bali/letter/ba/Ba_41.jpg,ba,41,train
../data/raw/Bali/letter/ba/Ba_96.jpg,ba,96,train
../data/raw/Bali/letter/ba/Ba_82.jpg,ba,82,train
../data/raw/Bali/letter/ba/Ba_117.jpg,ba,117,validation
../data/raw/Bali/letter/ba/Ba_103.jpg,ba,103,test
../data/raw/Bali/letter/ba/Ba_6.jpg,ba,6,test
../data/raw/Bali/letter/ba/Ba_7.jpg,ba,7,train
../data/raw/Bali/letter/ba/Ba_102.jpg,ba,102,test
../data/raw/Bali/letter/ba/Ba_116.jpg,ba,116,test
../data/raw/Bali/letter/ba/Ba_83.jpg,ba,83,train
../data/raw/Bali/letter/ba/Ba_97.jpg,ba,97,train
../data/raw/Bali/letter/ba/Ba_40.jpg,ba,40,train
../data/raw/Bali/letter/ba/Ba_54.jpg,ba,54,train
../data/raw/Bali/letter/ba/Ba_68.jpg,ba,68,train
../data/raw/Bali/letter/ba/Ba_248.jpg,ba,248,train
../data/raw/Bali/letter/ba/Ba_42.jpg,ba,42,train
../data/raw/Bali/letter/ba/Ba_56.jpg,ba,56,train
../data/raw/Bali/letter/ba/Ba_81.jpg,ba,81,validation
../data/raw/Bali/letter/ba/Ba_95.jpg,ba,95,train
../data/raw/Bali/letter/ba/Ba_100.jpg,ba,100,train
../data/raw/Bali/letter/ba/Ba_114.jpg,ba,114,train
../data/raw/Bali/letter/ba/Ba_128.jpg,ba,128,train
../data/raw/Bali/letter/ba/Ba_5.jpg,ba,5,test
../data/raw/Bali/letter/ba/Ba_4.jpg,ba,4,test
../data/raw/Bali/letter/ba/Ba_129.jpg,ba,129,train
../data/raw/Bali/letter/ba/Ba_115.jpg,ba,115,train
../data/raw/Bali/letter/ba/Ba_101.jpg,ba,101,train
../data/raw/Bali/letter/ba/Ba_94.jpg,ba,94,train
../data/raw/Bali/letter/ba/Ba_80.jpg,ba,80,test
../data/raw/Bali/letter/ba/Ba_57.jpg,ba,57,train
../data/raw/Bali/letter/ba/Ba_43.jpg,ba,43,test
../data/raw/Bali/letter/ba/Ba_246.jpg,ba,246,validation
../data/raw/Bali/letter/ba/Ba_66.jpg,ba,66,train
../data/raw/Bali/letter/ba/Ba_72.jpg,ba,72,train
../data/raw/Bali/letter/ba/Ba_99.jpg,ba,99,train
../data/raw/Bali/letter/ba/Ba_118.jpg,ba,118,train
../data/raw/Bali/letter/ba/Ba_124.jpg,ba,124,test
../data/raw/Bali/letter/ba/Ba_130.jpg,ba,130,validation
../data/raw/Bali/letter/ba/Ba_9.jpg,ba,9,train
../data/raw/Bali/letter/ba/Ba_8.jpg,ba,8,train
../data/raw/Bali/letter/ba/Ba_131.jpg,ba,131,train
../data/raw/Bali/letter/ba/Ba_125.jpg,ba,125,test
../data/raw/Bali/letter/ba/Ba_119.jpg,ba,119,validation
../data/raw/Bali/letter/ba/Ba_98.jpg,ba,98,train
../data/raw/Bali/letter/ba/Ba_73.jpg,ba,73,train
../data/raw/Bali/letter/ba/Ba_67.jpg,ba,67,train
../data/raw/Bali/letter/ba/Ba_247.jpg,ba,247,train
../data/raw/Bali/letter/ba/Ba_245.jpg,ba,245,train
../data/raw/Bali/letter/ba/Ba_71.jpg,ba,71,train
../data/raw/Bali/letter/ba/Ba_65.jpg,ba,65,train
../data/raw/Bali/letter/ba/Ba_59.jpg,ba,59,train
../data/raw/Bali/letter/ba/Ba_133.jpg,ba,133,train
../data/raw/Bali/letter/ba/Ba_127.jpg,ba,127,validation
../data/raw/Bali/letter/ba/Ba_126.jpg,ba,126,validation
../data/raw/Bali/letter/ba/Ba_132.jpg,ba,132,train
../data/raw/Bali/letter/ba/Ba_58.jpg,ba,58,train
../data/raw/Bali/letter/ba/Ba_64.jpg,ba,64,train
../data/raw/Bali/letter/ba/Ba_70.jpg,ba,70,train
../data/raw/Bali/letter/ba/Ba_244.jpg,ba,244,train
../data/raw/Bali/letter/ba/Ba_240.jpg,ba,240,validation
../data/raw/Bali/letter/ba/Ba_48.jpg,ba,48,test
../data/raw/Bali/letter/ba/Ba_74.jpg,ba,74,train
../data/raw/Bali/letter/ba/Ba_60.jpg,ba,60,train
../data/raw/Bali/letter/ba/Ba_136.jpg,ba,136,validation
../data/raw/Bali/letter/ba/Ba_122.jpg,ba,122,train
../data/raw/Bali/letter/ba/Ba_123.jpg,ba,123,validation
../data/raw/Bali/letter/ba/Ba_137.jpg,ba,137,train
../data/raw/Bali/letter/ba/Ba_61.jpg,ba,61,test
../data/raw/Bali/letter/ba/Ba_75.jpg,ba,75,test
../data/raw/Bali/letter/ba/Ba_49.jpg,ba,49,train
../data/raw/Bali/letter/ba/Ba_241.jpg,ba,241,train
../data/raw/Bali/letter/ba/Ba_243.jpg,ba,243,train
../data/raw/Bali/letter/ba/Ba_63.jpg,ba,63,train
../data/raw/Bali/letter/ba/Ba_77.jpg,ba,77,train
../data/raw/Bali/letter/ba/Ba_88.jpg,ba,88,train
../data/raw/Bali/letter/ba/Ba_121.jpg,ba,121,train
../data/raw/Bali/letter/ba/Ba_135.jpg,ba,135,test
../data/raw/Bali/letter/ba/Ba_109.jpg,ba,109,validation
../data/raw/Bali/letter/ba/Ba_108.jpg,ba,108,train
../data/raw/Bali/letter/ba/Ba_134.jpg,ba,134,train
../data/raw/Bali/letter/ba/Ba_120.jpg,ba,120,train
../data/raw/Bali/letter/ba/Ba_89.jpg,ba,89,validation
../data/raw/Bali/letter/ba/Ba_76.jpg,ba,76,validation
../data/raw/Bali/letter/ba/Ba_62.jpg,ba,62,validation
../data/raw/Bali/letter/ba/Ba_242.jpg,ba,242,train
../data/raw/Bali/letter/ba/Ba_219.jpg,ba,219,test
../data/raw/Bali/letter/ba/Ba_231.jpg,ba,231,test
../data/raw/Bali/letter/ba/Ba_225.jpg,ba,225,train
../data/raw/Bali/letter/ba/Ba_11.jpg,ba,11,test
../data/raw/Bali/letter/ba/Ba_39.jpg,ba,39,test
../data/raw/Bali/letter/ba/Ba_147.jpg,ba,147,train
../data/raw/Bali/letter/ba/Ba_153.jpg,ba,153,validation
../data/raw/Bali/letter/ba/Ba_184.jpg,ba,184,train
../data/raw/Bali/letter/ba/Ba_190.jpg,ba,190,train
../data/raw/Bali/letter/ba/Ba_191.jpg,ba,191,train
../data/raw/Bali/letter/ba/Ba_185.jpg,ba,185,train
../data/raw/Bali/letter/ba/Ba_152.jpg,ba,152,test
../data/raw/Bali/letter/ba/Ba_146.jpg,ba,146,train
../data/raw/Bali/letter/ba/Ba_38.jpg,ba,38,train
../data/raw/Bali/letter/ba/Ba_10.jpg,ba,10,validation
../data/raw/Bali/letter/ba/Ba_224.jpg,ba,224,test
../data/raw/Bali/letter/ba/Ba_230.jpg,ba,230,train
../data/raw/Bali/letter/ba/Ba_218.jpg,ba,218,test
../data/raw/Bali/letter/ba/Ba_226.jpg,ba,226,train
../data/raw/Bali/letter/ba/Ba_232.jpg,ba,232,train
../data/raw/Bali/letter/ba/Ba_12.jpg,ba,12,train
../data/raw/Bali/letter/ba/Ba_178.jpg,ba,178,train
../data/raw/Bali/letter/ba/Ba_150.jpg,ba,150,test
../data/raw/Bali/letter/ba/Ba_144.jpg,ba,144,validation
../data/raw/Bali/letter/ba/Ba_193.jpg,ba,193,train
../data/raw/Bali/letter/ba/Ba_187.jpg,ba,187,train
../data/raw/Bali/letter/ba/Ba_186.jpg,ba,186,train
../data/raw/Bali/letter/ba/Ba_192.jpg,ba,192,train
../data/raw/Bali/letter/ba/Ba_145.jpg,ba,145,train
../data/raw/Bali/letter/ba/Ba_151.jpg,ba,151,train
../data/raw/Bali/letter/ba/Ba_179.jpg,ba,179,train
../data/raw/Bali/letter/ba/Ba_13.jpg,ba,13,validation
../data/raw/Bali/letter/ba/Ba_233.jpg,ba,233,train
../data/raw/Bali/letter/ba/Ba_227.jpg,ba,227,train
../data/raw/Bali/letter/ba/Ba_223.jpg,ba,223,train
../data/raw/Bali/letter/ba/Ba_237.jpg,ba,237,train
../data/raw/Bali/letter/ba/Ba_17.jpg,ba,17,train
../data/raw/Bali/letter/ba/Ba_155.jpg,ba,155,train
../data/raw/Bali/letter/ba/Ba_141.jpg,ba,141,train
../data/raw/Bali/letter/ba/Ba_169.jpg,ba,169,train
../data/raw/Bali/letter/ba/Ba_196.jpg,ba,196,validation
../data/raw/Bali/letter/ba/Ba_182.jpg,ba,182,train
../data/raw/Bali/letter/ba/Ba_183.jpg,ba,183,train
../data/raw/Bali/letter/ba/Ba_197.jpg,ba,197,train
../data/raw/Bali/letter/ba/Ba_168.jpg,ba,168,validation
../data/raw/Bali/letter/ba/Ba_140.jpg,ba,140,train
../data/raw/Bali/letter/ba/Ba_154.jpg,ba,154,train
../data/raw/Bali/letter/ba/Ba_16.jpg,ba,16,test
../data/raw/Bali/letter/ba/Ba_236.jpg,ba,236,train
../data/raw/Bali/letter/ba/Ba_222.jpg,ba,222,train
../data/raw/Bali/letter/ba/Ba_234.jpg,ba,234,train
../data/raw/Bali/letter/ba/Ba_220.jpg,ba,220,test
../data/raw/Bali/letter/ba/Ba_208.jpg,ba,208,validation
../data/raw/Bali/letter/ba/Ba_28.jpg,ba,28,validation
../data/raw/Bali/letter/ba/Ba_14.jpg,ba,14,train
../data/raw/Bali/letter/ba/Ba_142.jpg,ba,142,test
../data/raw/Bali/letter/ba/Ba_156.jpg,ba,156,test
../data/raw/Bali/letter/ba/Ba_181.jpg,ba,181,validation
../data/raw/Bali/letter/ba/Ba_195.jpg,ba,195,validation
../data/raw/Bali/letter/ba/Ba_194.jpg,ba,194,validation
../data/raw/Bali/letter/ba/Ba_180.jpg,ba,180,train
../data/raw/Bali/letter/ba/Ba_157.jpg,ba,157,train
../data/raw/Bali/letter/ba/Ba_143.jpg,ba,143,train
../data/raw/Bali/letter/ba/Ba_15.jpg,ba,15,train
../data/raw/Bali/letter/ba/Ba_29.jpg,ba,29,train
../data/raw/Bali/letter/ba/Ba_209.jpg,ba,209,test
../data/raw/Bali/letter/ba/Ba_221.jpg,ba,221,train
../data/raw/Bali/letter/ba/Ba_235.jpg,ba,235,train
../data/raw/Bali/letter/ca/Ca_238.jpg,ca,238,train
../data/raw/Bali/letter/ca/Ca_35.jpg,ca,35,train
../data/raw/Bali/letter/ca/Ca_21.jpg,ca,21,train
../data/raw/Bali/letter/ca/Ca_204.jpg,ca,204,train
../data/raw/Bali/letter/ca/Ca_210.jpg,ca,210,train
../data/raw/Bali/letter/ca/Ca_172.jpg,ca,172,train
../data/raw/Bali/letter/ca/Ca_166.jpg,ca,166,train
../data/raw/Bali/letter/ca/Ca_199.jpg,ca,199,train
../data/raw/Bali/letter/ca/Ca_198.jpg,ca,198,train
../data/raw/Bali/letter/ca/Ca_167.jpg,ca,167,train
../data/raw/Bali/letter/ca/Ca_173.jpg,ca,173,train
../data/raw/Bali/letter/ca/Ca_211.jpg,ca,211,train
../data/raw/Bali/letter/ca/Ca_205.jpg,ca,205,train
../data/raw/Bali/letter/ca/Ca_20.jpg,ca,20,train
../data/raw/Bali/letter/ca/Ca_34.jpg,ca,34,train
../data/raw/Bali/letter/ca/Ca_239.jpg,ca,239,train
../data/raw/Bali/letter/ca/Ca_22.jpg,ca,22,validation
../data/raw/Bali/letter/ca/Ca_36.jpg,ca,36,train
../data/raw/Bali/letter/ca/Ca_213.jpg,ca,213,train
../data/raw/Bali/letter/ca/Ca_207.jpg,ca,207,train
../data/raw/Bali/letter/ca/Ca_8.jpg,ca,8,train
../data/raw/Bali/letter/ca/Ca_159.jpg,ca,159,validation
../data/raw/Bali/letter/ca/Ca_165.jpg,ca,165,train
../data/raw/Bali/letter/ca/Ca_171.jpg,ca,171,train
../data/raw/Bali/letter/ca/Ca_170.jpg,ca,170,train
../data/raw/Bali/letter/ca/Ca_164.jpg,ca,164,train
../data/raw/Bali/letter/ca/Ca_158.jpg,ca,158,train
../data/raw/Bali/letter/ca/Ca_9.jpg,ca,9,train
../data/raw/Bali/letter/ca/Ca_206.jpg,ca,206,train
../data/raw/Bali/letter/ca/Ca_212.jpg,ca,212,validation
../data/raw/Bali/letter/ca/Ca_37.jpg,ca,37,train
../data/raw/Bali/letter/ca/Ca_23.jpg,ca,23,train
../data/raw/Bali/letter/ca/Ca_216.jpg,ca,216,train
../data/raw/Bali/letter/ca/Ca_202.jpg,ca,202,train
../data/raw/Bali/letter/ca/Ca_27.jpg,ca,27,train
../data/raw/Bali/letter/ca/Ca_33.jpg,ca,33,train
../data/raw/Bali/letter/ca/Ca_160.jpg,ca,160,train
../data/raw/Bali/letter/ca/Ca_174.jpg,ca,174,train
../data/raw/Bali/letter/ca/Ca_148.jpg,ca,148,train
../data/raw/Bali/letter/ca/Ca_149.jpg,ca,149,test
../data/raw/Bali/letter/ca/Ca_175.jpg,ca,175,train
../data/raw/Bali/letter/ca/Ca_161.jpg,ca,161,test
../data/raw/Bali/letter/ca/Ca_32.jpg,ca,32,train
../data/raw/Bali/letter/ca/Ca_26.jpg,ca,26,train
../data/raw/Bali/letter/ca/Ca_203.jpg,ca,203,validation
../data/raw/Bali/letter/ca/Ca_217.jpg,ca,217,test
../data/raw/Bali/letter/ca/Ca_201.jpg,ca,201,validation
../data/raw/Bali/letter/ca/Ca_215.jpg,ca,215,validation
../data/raw/Bali/letter/ca/Ca_18.jpg,ca,18,train
../data/raw/Bali/letter/ca/Ca_30.jpg,ca,30,validation
../data/raw/Bali/letter/ca/Ca_24.jpg,ca,24,train
../data/raw/Bali/letter/ca/Ca_229.jpg,ca,229,train
../data/raw/Bali/letter/ca/Ca_177.jpg,ca,177,train
../data/raw/Bali/letter/ca/Ca_163.jpg,ca,163,train
../data/raw/Bali/letter/ca/Ca_188.jpg,ca,188,train
../data/raw/Bali/letter/ca/Ca_189.jpg,ca,189,train
../data/raw/Bali/letter/ca/Ca_162.jpg,ca,162,train
../data/raw/Bali/letter/ca/Ca_176.jpg,ca,176,train
../data/raw/Bali/letter/ca/Ca_228.jpg,ca,228,validation
../data/raw/Bali/letter/ca/Ca_25.jpg,ca,25,train
../data/raw/Bali/letter/ca/Ca_31.jpg,ca,31,test
../data/raw/Bali/letter/ca/Ca_19.jpg,ca,19,train
../data/raw/Bali/letter/ca/Ca_214.jpg,ca,214,train
../data/raw/Bali/letter/ca/Ca_200.jpg,ca,200,test
../data/raw/Bali/letter/ca/Ca_56.jpg,ca,56,train
../data/raw/Bali/letter/ca/Ca_42.jpg,ca,42,train
../data/raw/Bali/letter/ca/Ca_95.jpg,ca,95,train
../data/raw/Bali/letter/ca/Ca_81.jpg,ca,81,validation
../data/raw/Bali/letter/ca/Ca_139.jpg,ca,139,train
../data/raw/Bali/letter/ca/Ca_111.jpg,ca,111,train
../data/raw/Bali/letter/ca/Ca_105.jpg,ca,105,train
../data/raw/Bali/letter/ca/Ca_104.jpg,ca,104,validation
../data/raw/Bali/letter/ca/Ca_110.jpg,ca,110,train
../data/raw/Bali/letter/ca/Ca_138.jpg,ca,138,train
../data/raw/Bali/letter/ca/Ca_80.jpg,ca,80,test
../data/raw/Bali/letter/ca/Ca_94.jpg,ca,94,train
../data/raw/Bali/letter/ca/Ca_43.jpg,ca,43,test
../data/raw/Bali/letter/ca/Ca_57.jpg,ca,57,train
../data/raw/Bali/letter/ca/Ca_41.jpg,ca,41,train
../data/raw/Bali/letter/ca/Ca_55.jpg,ca,55,train
../data/raw/Bali/letter/ca/Ca_69.jpg,ca,69,validation
../data/raw/Bali/letter/ca/Ca_82.jpg,ca,82,train
../data/raw/Bali/letter/ca/Ca_96.jpg,ca,96,train
../data/raw/Bali/letter/ca/Ca_106.jpg,ca,106,train
../data/raw/Bali/letter/ca/Ca_112.jpg,ca,112,train
../data/raw/Bali/letter/ca/Ca_113.jpg,ca,113,test
../data/raw/Bali/letter/ca/Ca_107.jpg,ca,107,test
../data/raw/Bali/letter/ca/Ca_97.jpg,ca,97,train
../data/raw/Bali/letter/ca/Ca_83.jpg,ca,83,train
../data/raw/Bali/letter/ca/Ca_68.jpg,ca,68,train
../data/raw/Bali/letter/ca/Ca_54.jpg,ca,54,train
../data/raw/Bali/letter/ca/Ca_40.jpg,ca,40,train
../data/raw/Bali/letter/ca/Ca_78.jpg,ca,78,train
../data/raw/Bali/letter/ca/Ca_249.jpg,ca,249,train
../data/raw/Bali/letter/ca/Ca_44.jpg,ca,44,train
../data/raw/Bali/letter/ca/Ca_50.jpg,ca,50,train
../data/raw/Bali/letter/ca/Ca_87.jpg,ca,87,validation
../data/raw/Bali/letter/ca/Ca_93.jpg,ca,93,test
../data/raw/Bali/letter/ca/Ca_103.jpg,ca,103,test
../data/raw/Bali/letter/ca/Ca_117.jpg,ca,117,validation
../data/raw/Bali/letter/ca/Ca_116.jpg,ca,116,test
../data/raw/Bali/letter/ca/Ca_102.jpg,ca,102,test
../data/raw/Bali/letter/ca/Ca_92.jpg,ca,92,train
../data/raw/Bali/letter/ca/Ca_86.jpg,ca,86,train
../data/raw/Bali/letter/ca/Ca_51.jpg,ca,51,train
../data/raw/Bali/letter/ca/Ca_45.jpg,ca,45,validation
../data/raw/Bali/letter/ca/Ca_248.jpg,ca,248,train
../data/raw/Bali/letter/ca/Ca_79.jpg,ca,79,train
../data/raw/Bali/letter/ca/Ca_53.jpg,ca,53,test
../data/raw/Bali/letter/ca/Ca_47.jpg,ca,47,train
../data/raw/Bali/letter/ca/Ca_90.jpg,ca,90,train
../data/raw/Bali/letter/ca/Ca_84.jpg,ca,84,test
../data/raw/Bali/letter/ca/Ca_114.jpg,ca,114,train
../data/raw/Bali/letter/ca/Ca_100.jpg,ca,100,train
../data/raw/Bali/letter/ca/Ca_128.jpg,ca,128,train
../data/raw/Bali/letter/ca/Ca_129.jpg,ca,129,train
../data/raw/Bali/letter/ca/Ca_101.jpg,ca,101,train
../data/raw/Bali/letter/ca/Ca_115.jpg,ca,115,train
../data/raw/Bali/letter/ca/Ca_85.jpg,ca,85,train
../data/raw/Bali/letter/ca/Ca_91.jpg,ca,91,train
../data/raw/Bali/letter/ca/Ca_46.jpg,ca,46,validation
../data/raw/Bali/letter/ca/Ca_52.jpg,ca,52,train
../data/raw/Bali/letter/ca/Ca_77.jpg,ca,77,train
../data/raw/Bali/letter/ca/Ca_63.jpg,ca,63,train
../data/raw/Bali/letter/ca/Ca_246.jpg,ca,246,validation
../data/raw/Bali/letter/ca/Ca_88.jpg,ca,88,train
../data/raw/Bali/letter/ca/Ca_118.jpg,ca,118,train
../data/raw/Bali/letter/ca/Ca_130.jpg,ca,130,validation
../data/raw/Bali/letter/ca/Ca_124.jpg,ca,124,test
../data/raw/Bali/letter/ca/Ca_125.jpg,ca,125,test
../data/raw/Bali/letter/ca/Ca_131.jpg,ca,131,train
../data/raw/Bali/letter/ca/Ca_119.jpg,ca,119,validation
../data/raw/Bali/letter/ca/Ca_89.jpg,ca,89,validation
../data/raw/Bali/letter/ca/Ca_247.jpg,ca,247,train
../data/raw/Bali/letter/ca/Ca_62.jpg,ca,62,validation
../data/raw/Bali/letter/ca/Ca_76.jpg,ca,76,validation
../data/raw/Bali/letter/ca/Ca_60.jpg,ca,60,train
../data/raw/Bali/letter/ca/Ca_74.jpg,ca,74,train
../data/raw/Bali/letter/ca/Ca_251.jpg,ca,251,train
../data/raw/Bali/letter/ca/Ca_48.jpg,ca,48,test
../data/raw/Bali/letter/ca/Ca_245.jpg,ca,245,train
../data/raw/Bali/letter/ca/Ca_127.jpg,ca,127,validation
../data/raw/Bali/letter/ca/Ca_133.jpg,ca,133,train
../data/raw/Bali/letter/ca/Ca_132.jpg,ca,132,train
../data/raw/Bali/letter/ca/Ca_126.jpg,ca,126,validation
../data/raw/Bali/letter/ca/Ca_244.jpg,ca,244,train
../data/raw/Bali/letter/ca/Ca_49.jpg,ca,49,train
../data/raw/Bali/letter/ca/Ca_250.jpg,ca,250,train
../data/raw/Bali/letter/ca/Ca_75.jpg,ca,75,test
../data/raw/Bali/letter/ca/Ca_61.jpg,ca,61,test
../data/raw/Bali/letter/ca/Ca_59.jpg,ca,59,train
../data/raw/Bali/letter/ca/Ca_240.jpg,ca,240,validation
../data/raw/Bali/letter/ca/Ca_65.jpg,ca,65,train
../data/raw/Bali/letter/ca/Ca_71.jpg,ca,71,train
../data/raw/Bali/letter/ca/Ca_122.jpg,ca,122,train
../data/raw/Bali/letter/ca/Ca_136.jpg,ca,136,validation
../data/raw/Bali/letter/ca/Ca_137.jpg,ca,137,train
../data/raw/Bali/letter/ca/Ca_123.jpg,ca,123,validation
../data/raw/Bali/letter/ca/Ca_70.jpg,ca,70,train
../data/raw/Bali/letter/ca/Ca_64.jpg,ca,64,train
../data/raw/Bali/letter/ca/Ca_241.jpg,ca,241,train
../data/raw/Bali/letter/ca/Ca_58.jpg,ca,58,train
../data/raw/Bali/letter/ca/Ca_243.jpg,ca,243,train
../data/raw/Bali/letter/ca/Ca_72.jpg,ca,72,train
../data/raw/Bali/letter/ca/Ca_66.jpg,ca,66,train
../data/raw/Bali/letter/ca/Ca_99.jpg,ca,99,train
../data/raw/Bali/letter/ca/Ca_135.jpg,ca,135,test
../data/raw/Bali/letter/ca/Ca_121.jpg,ca,121,train
../data/raw/Bali/letter/ca/Ca_109.jpg,ca,109,validation
../data/raw/Bali/letter/ca/Ca_108.jpg,ca,108,train
../data/raw/Bali/letter/ca/Ca_120.jpg,ca,120,train
../data/raw/Bali/letter/ca/Ca_134.jpg,ca,134,train
../data/raw/Bali/letter/ca/Ca_98.jpg,ca,98,train
